request_id,request_e2e_time,request_e2e_time_normalized,request_execution_time,request_execution_time_normalized,request_model_execution_time,request_model_execution_time_normalized,request_preemption_time,request_scheduling_delay,request_execution_plus_preemption_time,request_execution_plus_preemption_time_normalized,prefill_e2e_time,prefill_time_execution_plus_preemption,prefill_time_execution_plus_preemption_normalized,decode_time_execution_plus_preemption_normalized,request_inter_arrival_delay,request_num_tokens,request_num_prefill_tokens,request_num_decode_tokens,request_pd_ratio,request_num_restarts
0,0.7908038811155973,0.0146445163169555,0.7908038811155973,0.0146445163169555,0.7908038811155973,0.0146445163169555,0.0,0.0,0.7908038811155973,0.0146445163169555,0.1885553186099907,0.1885553186099907,4.9988154456519294e-05,0.0111527511575112,,3826.0,3772.0,54.0,69.85185185185185,0
1,1.7371552545258115,0.0111356106059346,1.7371552545258182,0.0111356106059347,1.7371552545258182,0.0111356106059347,0.0,0.0,1.7371552545258182,0.0111356106059347,0.082852908620401,0.082852908620401,4.111806879424371e-05,0.0106045022173423,2.828480710548229,2171.0,2015.0,156.0,12.916666666666666,0
2,1.6915927899224377,0.0127187427813717,1.691592789922446,0.0127187427813717,1.691592789922446,0.0127187427813717,0.0,0.0,1.691592789922446,0.0127187427813717,0.1834076333758565,0.1834076333758565,4.753956282422409e-05,0.0113397380191472,2.748458418617004,3991.0,3858.0,133.0,29.00751879699248,0
3,1.2400081422688114,0.0156963055983393,1.2400081422687774,0.0156963055983389,1.2400081422687774,0.0156963055983389,0.0,0.0,1.2400081422687774,0.0156963055983389,0.1077999966305807,0.1077999966305807,4.296532348767665e-05,0.0143317486789649,2.8056011763226536,2588.0,2509.0,79.0,31.75949367088608,0
4,2.59264065504831,0.013717675423536,2.5851921859644063,0.0136782655342032,2.5851921859644063,0.0136782655342032,0.0,0.0074484690838207,2.5851921859644063,0.0136782655342032,0.1827494044420525,0.1753009353582317,5.531742990161937e-05,0.012750747357705,0.3291697527665693,3358.0,3169.0,189.0,16.767195767195766,0
5,0.7853029893358414,0.0182628602171125,0.733340712276779,0.0170544351692274,0.733340712276779,0.0170544351692274,0.0,0.0519622770590348,0.733340712276779,0.0170544351692274,0.2410750975714002,0.1891128205123653,5.4562267891623005e-05,0.012656462599173,0.1016910584686794,3509.0,3466.0,43.0,80.6046511627907,0
6,2.956800104090032,0.0128000004506061,2.9495322455807225,0.0127685378596568,2.9495322455807225,0.0127685378596568,0.0,0.0072678585092766,2.9495322455807225,0.0127685378596568,0.1746531325096221,0.1673852740003454,4.939075656546043e-05,0.0120439262838978,1.7090123714190018,3620.0,3389.0,231.0,14.670995670995673,0
7,1.8929967910526584,0.0125364025897527,1.892930660130355,0.0125359646366248,1.892930660130355,0.0125359646366248,0.0,6.613092229734718e-05,1.892930660130355,0.0125359646366248,0.1362783116429895,0.1362121807206922,5.130402287031721e-05,0.0116338972146335,1.658777287361847,2806.0,2655.0,151.0,17.582781456953644,0
8,2.4051149984951063,0.0141477352852653,2.405114998495137,0.0141477352852655,2.405114998495137,0.0141477352852655,0.0,0.0,2.405114998495137,0.0141477352852655,0.0999339565208732,0.0999339565208732,4.689533389060217e-05,0.0135598884822013,3.67564230182294,2301.0,2131.0,170.0,12.53529411764706,0
9,1.5188626524588535,0.015038244083751,1.5122159867420863,0.0149724355122978,1.5122159867420863,0.0149724355122978,0.0,0.0066466657167438,1.5122159867420863,0.0149724355122978,0.1710343413027217,0.1643876755859779,4.774547649897702e-05,0.013344834763922,0.0932872908041293,3544.0,3443.0,101.0,34.08910891089109,0
10,6.160613644843775,0.0142937671574101,6.160163014829362,0.014292721612133,6.160163014829362,0.014292721612133,0.0,0.0004506300146083,6.160163014829362,0.014292721612133,0.1828472233995093,0.182396593384901,5.746584542687492e-05,0.0138695276599634,1.2312480547566622,3605.0,3174.0,431.0,7.364269141531323,0
11,1.6302012308969118,0.0148200111899719,1.560245880364712,0.014184053457861,1.560245880364712,0.014184053457861,0.0,0.0699553505322967,1.560245880364712,0.014184053457861,0.2243308345500665,0.1543754840177698,5.4859802422803765e-05,0.0127806399667895,0.0828662432915408,2924.0,2814.0,110.0,25.581818181818186,0
12,3.559828097921333,0.0133326895053233,3.5541741131294824,0.0133115135323201,3.5541741131294824,0.0133115135323201,0.0,0.0056539847919054,3.5541741131294824,0.0133115135323201,0.0965524898415068,0.0908985050496014,4.734297138000073e-05,0.0129710696931828,1.2812042682634832,2187.0,1920.0,267.0,7.191011235955056,0
13,1.522972388646263,0.015540534578023,1.522900385522319,0.0155397998522685,1.522900385522319,0.0155397998522685,0.0,7.200312393607078e-05,1.522900385522319,0.0155397998522685,0.1404774739209635,0.1404054707970274,5.2843609633807854e-05,0.0141070909665846,2.03685570927507,2755.0,2657.0,98.0,27.112244897959183,0
14,2.2608109473193814,0.0169985785512735,2.259948264278985,0.0169920922126239,2.259948264278985,0.0169920922126239,0.0,0.0008626830403812,2.259948264278985,0.0169920922126239,0.1721818542281958,0.1713191711878146,5.496283964960366e-05,0.0157039781435427,0.4551703818704844,3250.0,3117.0,133.0,23.43609022556391,0
15,3.199483924733705,0.0176767067664845,3.1922249088001395,0.0176366017060781,3.1922249088001395,0.0176366017060781,0.0,0.0072590159336307,3.1922249088001395,0.0176366017060781,0.2232498857208646,0.2159908697872339,5.875703748292544e-05,0.0164432819834963,1.4489243090136164,3857.0,3676.0,181.0,20.30939226519337,0
16,12.329477349417868,0.0153542681810932,12.31851771860073,0.0153406198239112,12.31851771860073,0.0153406198239112,0.0,0.0109596308173962,12.31851771860073,0.0153406198239112,0.1766713186074255,0.1657116877900293,6.395665294867978e-05,0.0151342540856917,0.1809097103837977,3394.0,2591.0,803.0,3.2266500622665006,0
17,1.885989639635156,0.0176260713984594,1.8447933313749183,0.0172410591717282,1.8447933313749183,0.0172410591717282,0.0,0.0411963082602362,1.8447933313749183,0.0172410591717282,0.2315318856220791,0.1903355773618429,5.896393350738629e-05,0.0154622220001222,0.107737961635518,3335.0,3228.0,107.0,30.16822429906542,0
18,2.864372016620873,0.0160919776214655,2.8556924335850598,0.0160432159190171,2.8556924335850598,0.0160432159190171,0.0,0.0086795830359314,2.8556924335850598,0.0160432159190171,0.1370419420175892,0.1283623589816578,5.530476474866774e-05,0.0153220790708049,0.370799061332228,2499.0,2321.0,178.0,13.039325842696629,0
19,4.826464055976384,0.015177559924454,4.813781282740687,0.0151376769897505,4.813781282740687,0.0151376769897505,0.0,0.0126827732359018,4.813781282740687,0.0151376769897505,0.2063108706519791,0.1936280974160773,5.49299567137808e-05,0.014528783601649,1.06023444161195,3843.0,3525.0,318.0,11.08490566037736,0
20,2.991611589232704,0.0158286327472629,2.980447496359323,0.0157695634728006,2.980447496359323,0.0157695634728006,0.0,0.0111640928735177,2.980447496359323,0.0157695634728006,0.2256421252007499,0.2144780323272321,5.941219732056293e-05,0.0146347590689521,0.4858650938099877,3799.0,3610.0,189.0,19.1005291005291,0
21,0.6258426727353488,0.0223515240262624,0.6168982214189215,0.02203207933639,0.6168982214189215,0.02203207933639,0.0,0.0089444513164416,0.6168982214189215,0.02203207933639,0.2225946336303756,0.213650182313934,5.436391407479238e-05,0.0144017156823204,1.4675128821336756,3958.0,3930.0,28.0,140.35714285714286,0
22,1.4474443904408396,0.0139177345234696,1.4443254459741328,0.0138877446728282,1.4443254459741328,0.0138877446728282,0.0,0.0031189444667703,1.4443254459741328,0.0138877446728282,0.0464866280712215,0.0433676836044512,7.0060878197821e-05,0.0134707477150924,0.2630310261321433,723.0,619.0,104.0,5.951923076923077,0
23,2.096194286181284,0.0138820813654389,2.09477065667498,0.0138726533554634,2.09477065667498,0.0138726533554634,0.0,0.0014236295064762,2.09477065667498,0.0138726533554634,0.1827184484009478,0.1812948188944716,5.16362343760956e-05,0.0126720254157638,2.162317957817013,3662.0,3511.0,151.0,23.251655629139076,0
24,5.096008498720725,0.0163858794171084,5.085760039850092,0.0163529261731514,5.085760039850092,0.0163529261731514,0.0,0.0102484588705706,5.085760039850092,0.0163529261731514,0.1056052458024154,0.0953567869318448,5.675999222133618e-05,0.0160463127103482,1.4436304273108966,1991.0,1680.0,311.0,5.401929260450161,0
