request_id,request_e2e_time,request_e2e_time_normalized,request_e2e_time_piecewise_normalized,request_execution_time,request_execution_time_normalized,request_preemption_time,request_scheduling_delay,request_execution_plus_preemption_time,request_execution_plus_preemption_time_normalized,prefill_e2e_time,prefill_e2e_time_normalized,prefill_e2e_time_piecewise_normalized,prefill_time_execution_plus_preemption,prefill_time_execution_plus_preemption_normalized,decode_time_execution_plus_preemption_normalized,request_inter_arrival_delay,request_num_tokens,request_num_prefill_tokens,request_num_decode_tokens,request_pd_ratio,request_num_restarts,request_num_pauses,request_num_ignored
0_0,16.3465867920022,0.3027145702222629,0.482659857131862,16.120819434952864,0.2985336932398678,0.0424268760471022,0.183340481002233,16.163246310999966,0.299319376129629,13.171506926999427,0.0034919159403497,0.1867837913007476,12.988166445997194,0.0034433102985146,0.0587977752778291,,3826,3772,54,69.85185185185185,0,289,0
0_1,29.647752780998417,0.1900496973140924,13.218215617956211,16.4965576788818,0.1057471646082166,0.0389764981155167,13.1122186040011,16.535534176997317,0.105997013955111,20.41664159100037,0.0101323283330026,13.115843627815988,7.3044229869992705,0.0036250238148879,0.0591737896794746,0.0,2171,2015,156,12.916666666666666,0,285,0
0_10,148.80649995400017,0.3452587005893275,112.03175726840962,36.57239705998654,0.0848547495591335,0.287868283012358,111.94623461100127,36.8602653429989,0.0855226574083501,123.41482918800466,0.0388830589754268,111.94984790481884,11.468594577003389,0.0036132938175814,0.0589133892482494,0.0,3605,3174,431,7.364269141531323,0,635,0
0_11,140.9210874269993,1.2811007947909026,123.52279589649518,17.43457466289692,0.1584961332990629,0.1233342210980481,123.36317854300432,17.55790888399497,0.1596173534908633,134.47857792000286,0.0477891179530927,123.36712857831954,11.11539937699854,0.0039500353152091,0.058568268245422,0.0,2924,2814,110,25.581818181818186,0,298,0
0_12,158.20557864500006,0.5925302570973785,134.5068716783363,23.59100146806304,0.0883558107418091,0.1967983819340588,134.41777879500296,23.7877998499971,0.0890928833333224,142.44636763100425,0.0741908164744813,134.42196035168837,8.02858883600129,0.0041815566854173,0.0590232622247034,0.0,2187,1920,267,7.191011235955056,0,402,0
0_13,159.08816169100464,1.623348588683721,142.55670589039096,16.566425868957595,0.1690451619281387,0.135457311043865,142.38627851100318,16.70188318000146,0.17042737938777,153.34081966200029,0.0577120134219045,142.39040140944164,10.954541150997102,0.0041228984384633,0.0586463472347383,0.0,2755,2657,98,27.112244897959183,0,282,0
0_14,172.64860405400395,1.298109804917323,153.4867347942086,19.171543090968044,0.1441469405335943,0.1354918450379045,153.341569117998,19.307034936005948,0.145165676210571,164.85194305000186,0.0528880150946428,153.34526189115553,11.510373932003858,0.0036927731575244,0.0586215113082863,0.0,3250,3117,133,23.43609022556391,0,338,0
0_15,188.85179815700397,1.043380100314939,164.9854571802036,23.84014676799416,0.1317135180552163,0.1587849920106236,164.85286639699916,23.99893176000478,0.1325907832044463,178.21992306700122,0.0484820247733953,164.85650270186042,13.367056670002055,0.0036363048612628,0.0587396413812305,0.0,3857,3676,181,20.30939226519337,0,418,0
0_16,236.3004018990032,0.2942719824396054,178.292842951116,57.59535254801449,0.0717252211058711,0.4845350269897608,178.22051432399894,58.07988757500425,0.0723286271170663,188.4357815640033,0.0727270480756477,178.22445692038644,10.215267240004325,0.0039425963874968,0.0596072482378579,0.0,3394,2591,803,3.2266500622665006,0,975,0
0_17,207.60075358799804,1.9401939587663368,188.5553863399258,19.085117776005063,0.1783655866916361,0.1399227479923865,188.3757130640006,19.22504052399745,0.1796732759252098,201.19724085299825,0.0623287611068767,188.37968503667375,12.821527788997628,0.0039719726731715,0.0598459134112132,0.0,3335,3228,107,30.16822429906542,0,323,0
0_18,221.5777368620038,1.2448187464157516,201.25145336884907,20.266655223043927,0.1138576136126063,0.1744660299591487,201.13661560900076,20.441121253003075,0.1148377598483318,210.93389820100128,0.0908806110301599,201.1408367561752,9.797282592000556,0.0042211471744939,0.0597968464101265,0.0,2499,2321,178,13.039325842696629,0,340,0
0_19,244.72641133300203,0.7695799098522077,210.97962471313025,33.6128998768545,0.1057009430089764,0.2403434831430786,210.87316797300448,33.85324335999758,0.1064567401257785,225.69200210000415,0.064026099886526,210.87737189757948,14.818834126999718,0.0042039245750353,0.0598566328081693,0.0,3843,3525,318,11.08490566037736,0,564,0
0_2,42.64910018000228,0.3206699261654306,20.58405519669529,22.138407941005426,0.1664541950451535,0.0937964739932795,20.416895765003574,22.232204414998705,0.1671594316917196,34.82366902800277,0.0090263527807161,20.420630024532603,14.406773262999195,0.0037342595290303,0.0588378282105226,0.0,3991,3858,133,29.00751879699248,0,383,0
0_20,252.05316041000333,1.333614605343933,225.83225815732325,26.23119481205504,0.1387893905399737,0.1291803249478107,225.69278527300048,26.360375137002848,0.1394728843227664,240.7964814689985,0.0667026264457059,225.69696912236225,15.103696195998054,0.0041838493617723,0.0595591478360041,0.0,3799,3610,189,19.1005291005291,0,441,0
0_21,257.4349076660001,9.194103845214288,241.33327769364405,16.634862623999652,0.5941022365714161,0.0631240139991859,240.73692102800123,16.697986637998838,0.5963566656428156,255.8714524390016,0.0651072398063617,240.7407720538056,15.134531411000353,0.0038510258043257,0.0558376866785173,0.0,3958,3930,28,140.35714285714286,0,289,0
0_22,264.1971435230007,2.540357149259622,255.9012313823195,8.355161502950068,0.0803380913745198,0.0212934740484342,255.8206885460022,8.376454976998502,0.0805428363172933,258.1661496820016,0.4170697086946713,255.82447765930752,2.345461135999358,0.0037891133053301,0.0579903253942225,0.0,723,619,104,5.951923076923077,0,145,0
0_23,279.392654289004,1.8502824787351255,258.25628931482805,21.22716514304921,0.1405772526029748,0.0501089309545932,258.1153802150002,21.2772740740038,0.1409090998278397,270.65429943300114,0.0770875247601826,258.11895153918647,12.538919218000956,0.0035713241862719,0.057869899708628,0.0,3662,3511,151,23.251655629139076,0,377,0
0_24,295.49839525300195,0.950155611745987,270.6838606637696,24.727795315040566,0.0795105958682976,0.1667861599635216,270.60381377799786,24.894581475004088,0.0800468857717173,277.18049969500134,0.164988392675596,270.6077284719961,6.576685917003488,0.0039146939982163,0.0588999857170437,0.0,1991,1680,311,5.401929260450161,0,423,0
0_25,298.19061162599974,1.4909530581299988,277.2271721061883,20.930947848028158,0.1046547392401407,0.1378355889683007,277.1218281890033,21.06878343699645,0.1053439171849822,286.4748232990023,0.1228451214832771,277.12583890731804,9.352995109999029,0.0040107183147508,0.0585789416349871,0.0,2532,2332,200,11.66,0,358,0
0_26,306.0498559109983,2.026820237821181,286.54639901894694,19.50898445196799,0.1291985725295893,0.1244954860303551,286.416375973,19.633479937998345,0.1300230459470089,297.5703835730019,0.1115749469715042,286.4205582030712,11.154007600001933,0.0041822300712418,0.0561554459469961,0.0,2818,2667,151,17.662251655629138,0,339,0
0_27,318.4180938569989,1.6847518193492006,297.6234801633092,20.84929736302729,0.11031374266152,0.0559259779693093,297.5128705160023,20.9052233409966,0.1106096473068603,307.7383882430004,0.1108967164839641,297.51655538725527,10.225517726998078,0.0036848712529722,0.056506378910045,0.0,2964,2775,189,14.682539682539682,0,372,0
0_28,318.69975373500347,4.085894278653891,307.82934564800206,10.985285161987122,0.1408369892562451,0.0262970560143003,307.68817151700205,11.011582218001422,0.1411741310000182,314.3060882639984,0.180324778120481,307.6919683711311,6.617916746996343,0.0037968541290856,0.0563290445000651,0.0,1821,1743,78,22.346153846153847,0,194,0
0_29,349.31713680300163,0.7797257517924143,314.3266935844601,34.9664879389893,0.0780501962923868,0.1022336760142934,314.24841518799803,35.0687216150036,0.0782783964620616,323.28363714000443,0.1288495963092883,314.2520163127298,9.035221952006395,0.0036011247317681,0.0581104903191901,0.0,2957,2509,448,5.600446428571429,0,614,0
0_3,48.9449851649988,0.6195567742404912,34.95049112722649,14.103445347944216,0.1785246246575217,0.0704652800559415,34.77107453699864,14.173910628000158,0.1794165902278501,44.39797953200468,0.0176954880558009,34.77491148598031,9.626904995006043,0.0038369489816684,0.0575570333290394,0.0,2588,2509,79,31.75949367088608,0,244,0
0_30,337.321439379004,2.279198914723,323.32672097799787,14.05518489593669,0.0949674655130857,0.0347356710626627,323.23151881200465,14.089920566999352,0.0952021659932388,328.7620254440044,0.2344950252810302,323.235463538561,5.530506631999742,0.0039447265563478,0.0578338779391865,0.0,1550,1402,148,9.472972972972974,0,242,0
0_31,348.3312225730042,3.11010020154468,328.877007195601,19.574168090097373,0.1747693579472979,0.0553104889040696,328.70174399400275,19.629478579001443,0.1752632015982271,341.8723095189998,0.1059083982400866,328.70582409484695,13.170565524997071,0.004080100844175,0.0576688665536104,0.0,3340,3228,112,28.821428571428573,0,337,0
0_32,374.3329091929991,1.0227675114562815,341.90168747324986,32.41253591499844,0.0885588412978099,0.1075384669966297,341.812834811004,32.52007438199507,0.0888526622458881,353.0220836580047,0.1200755386591852,341.8166474806798,11.209248847000708,0.0038126696758505,0.0582262992759408,0.0,3306,2940,366,8.032786885245901,0,565,0
