request_id,request_e2e_time,request_e2e_time_normalized,request_execution_time,request_execution_time_normalized,request_model_execution_time,request_model_execution_time_normalized,request_preemption_time,request_scheduling_delay,request_execution_plus_preemption_time,request_execution_plus_preemption_time_normalized,prefill_e2e_time,prefill_time_execution_plus_preemption,prefill_time_execution_plus_preemption_normalized,decode_time_execution_plus_preemption_normalized,request_inter_arrival_delay,request_num_tokens,request_num_prefill_tokens,request_num_decode_tokens,request_pd_ratio,request_num_restarts
0,15.160128804216708,0.2807431260040131,15.160128804216708,0.2807431260040131,12.997198055052309,0.240688852871339,0.0,0.0,15.160128804216708,0.2807431260040131,12.311775747921194,12.311775747921194,0.0032639914496079,0.0527472788202872,,3826.0,3772.0,54.0,69.85185185185185,0
1,27.395587307723115,0.1756127391520712,15.137256465347791,0.0970336952906909,13.004262473957324,0.0833606568843418,0.0,12.25833084237535,15.137256465347791,0.0970336952906909,19.107377692175373,6.849046849800022,0.0033990306946898,0.0531295488176137,0.0,2171.0,2015.0,156.0,12.916666666666666,0
2,39.59193914867934,0.297683752997589,20.484561456504007,0.1540192590714587,17.618116899652932,0.1324670443582927,0.0,19.107377692175373,20.484561456504007,0.1540192590714587,32.45577476662464,13.34839707444927,0.0034599266652279,0.0536553712936443,0.0,3991.0,3858.0,133.0,29.00751879699248,0
3,45.48643059607964,0.5757776024820207,13.08356345337716,0.1656147272579387,11.257421229169172,0.1424990029008755,0.0,32.40286714270244,13.08356345337716,0.1656147272579387,41.322361739618536,8.919494596916095,0.0035549998393447,0.052709732360267,0.0,2588.0,2509.0,79.0,31.75949367088608,0
4,62.190762634974114,0.3290516541533022,20.92135540339364,0.1106950021343578,17.987553141551224,0.0951722388441863,0.0,41.269407231580544,20.92135540339364,0.1106950021343578,52.027004062457685,10.75759683087714,0.0033946345316747,0.0537765003836848,0.0,3358.0,3169.0,189.0,16.767195767195766,0
5,66.60524754207191,1.548959245164463,14.631166898706626,0.3402596953187587,12.595467370081348,0.2929178458158453,0.0,51.974080643365255,14.631166898706626,0.3402596953187587,64.35286105246243,12.378780409097176,0.0035714888658676,0.0523810811537087,0.0,3509.0,3466.0,43.0,80.6046511627907,0
6,88.06427049022905,0.3812306081828097,23.76443382693287,0.1028763369131293,20.433969524586264,0.0884587425306764,0.0,64.29983666329623,23.76443382693287,0.1028763369131293,75.59163675755971,11.29180009426348,0.0033318973426566,0.0539940854228109,0.0,3620.0,3389.0,231.0,14.670995670995673,0
7,93.28316529017911,0.6177693065574775,17.74474898741238,0.1175148939563733,15.28993484995246,0.1012578466884268,0.0,75.53841630276669,17.74474898741238,0.1175148939563733,85.16349122922456,9.62507492645787,0.0036252636257845,0.0537726759003612,0.0,2806.0,2655.0,151.0,17.582781456953644,0
8,102.13889898175292,0.6008170528338407,17.03040382928991,0.1001788460546465,14.665399965151646,0.0862670586185391,0.0,85.10849515246295,17.03040382928991,0.1001788460546465,93.0675737985332,7.959078646070253,0.0037349031656828,0.0533607363718806,0.0,2301.0,2131.0,170.0,12.53529411764706,0
9,110.52263335130152,1.0942834985277377,17.50944434296186,0.1733608350788303,15.062114394945397,0.1491298454945089,0.0,93.0131890083395,17.50944434296186,0.1733608350788303,105.14093078374732,12.127741775407827,0.0035224344395607,0.0532841838371701,0.0,3544.0,3443.0,101.0,34.08910891089109,0
