request_id,request_e2e_time,request_e2e_time_normalized,request_execution_time,request_execution_time_normalized,request_model_execution_time,request_model_execution_time_normalized,request_preemption_time,request_scheduling_delay,request_execution_plus_preemption_time,request_execution_plus_preemption_time_normalized,prefill_e2e_time,prefill_time_execution_plus_preemption,prefill_time_execution_plus_preemption_normalized,decode_time_execution_plus_preemption_normalized,request_inter_arrival_delay,request_num_tokens,request_num_prefill_tokens,request_num_decode_tokens,request_pd_ratio,request_num_restarts
0,13.015767807158896,0.2410327371696091,13.015767807158896,0.2410327371696091,13.015767807158896,0.2410327371696091,0.0,0.0,13.015767807158896,0.2410327371696091,10.558710699203164,10.558710699203164,0.0027992340135745,0.0455010575547357,,3826.0,3772.0,54.0,69.85185185185185,0
1,23.5355364938435,0.1508688236784839,13.02284928887938,0.0834798031338421,13.02284928887938,0.0834798031338421,0.0,10.512687204964127,13.02284928887938,0.0834798031338421,16.397798856928244,5.885111651964115,0.0029206509439027,0.0457547284417644,0.0,2171.0,2015.0,156.0,12.916666666666666,0
2,34.04084585125681,0.2559462094079459,17.643046994328554,0.132654488679162,17.643046994328554,0.132654488679162,0.0,16.397798856928244,17.643046994328554,0.132654488679162,27.88366428734926,11.485865430421017,0.0029771553733595,0.0462945982248688,0.0,3991.0,3858.0,133.0,29.00751879699248,0
3,39.11049517025949,0.4950695591172087,11.272443623245389,0.1426891597879163,11.272443623245389,0.1426891597879163,0.0,27.838051547014057,11.272443623245389,0.1426891597879163,35.52572333994904,7.687671792934982,0.0030640381797269,0.0453768586115247,0.0,2588.0,2509.0,79.0,31.75949367088608,0
4,53.493679542412345,0.2830353414942452,18.013458951261054,0.0953093066204288,18.013458951261054,0.0953093066204288,0.0,35.48022059115124,18.013458951261054,0.0953093066204288,44.721614570289184,9.241393979137946,0.002916186172022,0.0464130421805458,0.0,3358.0,3169.0,189.0,16.767195767195766,0
5,57.292909861387336,1.3323932525904032,12.61680999075887,0.2934141858316016,12.61680999075887,0.2934141858316016,0.0,44.6760998706284,12.61680999075887,0.2934141858316016,55.35161367355893,10.675513802930531,0.0030800674561253,0.0451464229727536,0.0,3509.0,3466.0,43.0,80.6046511627907,0
6,75.76820165893878,0.328000872982419,20.462148509608472,0.0885807294788245,20.462148509608472,0.0885807294788245,0.0,55.3060531493303,20.462148509608472,0.0885807294788245,65.00073759305855,9.694684443728242,0.0028606327659274,0.046612398553594,0.0,3620.0,3389.0,231.0,14.670995670995673,0
7,80.26665184981158,0.5315672307934541,15.311664876238252,0.1014017541472731,15.311664876238252,0.1014017541472731,0.0,64.95498697357331,15.311664876238252,0.1014017541472731,73.25939172231287,8.304404748739557,0.0031278360635553,0.0464056962086007,0.0,2806.0,2655.0,151.0,17.582781456953644,0
8,87.89350519589694,0.5170206187993938,14.68159689299711,0.0863623346646888,14.68159689299711,0.0863623346646888,0.0,73.21190830289966,14.68159689299711,0.0863623346646888,80.08029342512435,6.868385122224694,0.0032230807706357,0.0459600692398387,0.0,2301.0,2131.0,170.0,12.53529411764706,0
9,95.11231983591382,0.9417061369892458,15.078999267509367,0.1492970224505878,15.078999267509367,0.1492970224505878,0.0,80.03332056840422,15.078999267509367,0.1492970224505878,90.47243241825836,10.439111849854145,0.0030319813679506,0.0459394793827273,0.0,3544.0,3443.0,101.0,34.08910891089109,0
