request_id,request_e2e_time,request_e2e_time_normalized,request_e2e_time_piecewise_normalized,request_execution_time,request_execution_time_normalized,request_preemption_time,request_scheduling_delay,request_execution_plus_preemption_time,request_execution_plus_preemption_time_normalized,prefill_e2e_time,prefill_e2e_time_normalized,prefill_e2e_time_piecewise_normalized,prefill_time_execution_plus_preemption,prefill_time_execution_plus_preemption_normalized,decode_time_execution_plus_preemption_normalized,request_inter_arrival_delay,request_num_tokens,request_num_prefill_tokens,request_num_decode_tokens,request_pd_ratio,request_num_restarts,request_num_pauses,request_num_ignored
0_0,4.304748654947616,0.0797175676842151,0.2607953310706997,4.056324324454181,0.0751171171195218,0.0639300055336207,0.1844943249598145,4.120254329987802,0.0763010061108852,3.4503014989895746,0.0009147140771446,0.1853601274979984,3.26580717402976,0.0008658025381839,0.0158230954807044,,3826,3772,54,69.85185185185185,0,289,0
0_1,8.007675267988816,0.051331251717877,3.4652818559537617,4.473710351856425,0.0286776304606181,0.0979888241272419,3.4359760920051485,4.571699175983667,0.0293057639486132,5.345998632954434,0.0026531010585381,3.4369239940105825,1.910022540949285,0.0009479020054338,0.0170620297117588,0.0,2171,2015,156,12.916666666666666,0,285,0
0_10,51.81289321696386,0.1202155295057166,36.98616253405922,14.628652505925857,0.0339411891088766,0.232558946008794,36.95168176502921,14.86121145193465,0.0344807690300107,41.276749346987344,0.0130046469272171,36.953044420222014,4.3250675819581375,0.0013626551928034,0.0244458094431009,0.0,3605,3174,431,7.364269141531323,0,635,0
0_11,48.51554505398963,0.4410504095817238,41.31930682420074,7.155776410363615,0.0650525128214874,0.1064823536435142,41.2532862899825,7.262258764007129,0.0660205342182466,45.29604946903419,0.0160966771389602,41.25472295067157,4.04276317905169,0.001436660689073,0.029268141681413,0.0,2924,2814,110,25.581818181818186,0,298,0
0_12,54.48596462304704,0.2040672832323859,45.31354981740023,9.045856517390348,0.0338796124246829,0.161041050683707,45.27906705497298,9.206897568074057,0.0344827624272436,49.30724309501238,0.0256808557786522,45.28116506332717,4.028176040039398,0.0020980083541871,0.019395960779156,0.0,2187,1920,267,7.191011235955056,0,402,0
0_13,54.73384977504611,0.5585086711739399,49.33603019257817,5.341876590973698,0.054508944805854,0.1115906160557642,49.28038256801665,5.453467207029462,0.0556476245615251,53.08018230297603,0.0199774867530959,49.28181267706255,3.799799734959379,0.0014301090459011,0.0168741578782661,0.0,2755,2657,98,27.112244897959183,0,282,0
0_14,59.65945753804408,0.4485673499101059,53.1303205271269,6.455992241855711,0.0485412950515466,0.1226079282350838,53.080857367953286,6.578600170090795,0.049463159173615,56.24856169393752,0.0180457368283405,53.08187363498119,3.167704325984232,0.0010162670279063,0.025645833414335,0.0,3250,3117,133,23.43609022556391,0,338,0
0_15,66.89420213294216,0.3695812272538241,56.30800038292227,10.517014595214278,0.0581050530122335,0.1279993867501616,56.24918815097772,10.64501398196444,0.0588122319445549,62.0968093710253,0.0168924943882005,56.25077890756641,5.847621220047586,0.0015907565886962,0.0265049323862809,0.0,3857,3676,181,20.30939226519337,0,418,0
0_16,80.62804362899624,0.1004085225765831,62.12028699331096,18.311590689700097,0.0228039734616439,0.2192429492715746,62.09720999002457,18.53083363897167,0.0230770032863906,66.71932087501045,0.0257504133056775,62.09899390005351,4.622110884985887,0.0017839100289409,0.0173209498804306,0.0,3394,2591,803,3.2266500622665006,0,975,0
0_17,72.68530063796788,0.6793018751211952,66.75052788418883,5.92116697889287,0.0553380091485315,0.0695941970916464,66.69453946198337,5.990761175984517,0.0559884222054627,70.93771136400755,0.0219757470148722,66.69585395142018,4.243171902024187,0.0013144894368104,0.0163326100370124,0.0,3335,3228,107,30.16822429906542,0,323,0
0_18,76.51281785301398,0.4298472913090673,70.95295093547922,5.540877655381337,0.0311285261538277,0.0504009396536275,70.92153925797902,5.591278595034964,0.0314116775001964,73.58534015202895,0.0317041534476643,70.92268695332329,2.663800894049928,0.0011476953442696,0.0164465039381181,0.0,2499,2321,178,13.039325842696629,0,340,0
0_19,82.91456016898155,0.2607376105942816,73.59865880447862,9.254372048540972,0.0291017988947829,0.0909170174272731,73.5692711030133,9.345289065968243,0.0293877014653089,77.63083295198157,0.0220229313338954,73.57042331914067,4.061561848968267,0.0011522161273668,0.0166154943930816,0.0,3843,3525,318,11.08490566037736,0,564,0
0_2,11.59021028794814,0.0871444382552491,5.393509156540688,6.098733364022337,0.0458551380753559,0.1449124729260802,5.346564450999722,6.243645836948417,0.0469447055409655,9.397278530988842,0.0024357901842894,5.347614402808946,4.05071407998912,0.0010499518092247,0.016488208698942,0.0,3991,3858,133,29.00751879699248,0,383,0
0_20,84.92180259397719,0.4493217068464402,77.6696588058972,7.213433711905964,0.0381663159360103,0.0772853090893477,77.63108357298188,7.290719020995311,0.0385752329153191,81.84896970796399,0.0226728447944498,77.63225196249296,4.217886134982109,0.0011683895110753,0.0162583750582709,0.0,3799,3610,189,19.1005291005291,0,441,0
0_21,86.36759014497511,3.0845567908919684,81.9944483139677,4.4919073798228055,0.1604252635651002,0.0432026671478524,81.83248009800445,4.535110046970658,0.1619682159632378,85.93620707304217,0.0218667193570081,81.83352430334162,4.103726975037716,0.0010442053371597,0.0154065382833193,0.0,3958,3930,28,140.35714285714286,0,289,0
0_22,88.20181051001418,0.8480943318270595,85.94386528427779,2.261051496723667,0.0217408797761891,0.0188155273208394,85.92194348596968,2.2798670240445063,0.0219217983081202,86.55633635702543,0.1398325304636921,85.92296835328963,0.634392871055752,0.0010248673199608,0.015821866855661,0.0,723,619,104,5.951923076923077,0,145,0
