request_id,request_e2e_time,request_e2e_time_normalized,request_execution_time,request_execution_time_normalized,request_model_execution_time,request_model_execution_time_normalized,request_preemption_time,request_scheduling_delay,request_execution_plus_preemption_time,request_execution_plus_preemption_time_normalized,prefill_e2e_time,prefill_time_execution_plus_preemption,prefill_time_execution_plus_preemption_normalized,decode_time_execution_plus_preemption_normalized,request_inter_arrival_delay,request_num_tokens,request_num_prefill_tokens,request_num_decode_tokens,request_pd_ratio,request_num_restarts
0,0.7890355697650143,0.0146117698104632,0.7890355697650143,0.0146117698104632,0.7890355697650143,0.0146117698104632,0.0,0.0,0.7890355697650143,0.0146117698104632,0.1867986266759359,0.1867986266759359,4.952243549202968e-05,0.011152535983131,,3826.0,3772.0,54.0,69.85185185185185,0
1,1.7370274212556502,0.0111347911618951,1.737027421255639,0.0111347911618951,1.737027421255639,0.0111347911618951,0.0,0.0,1.737027421255639,0.0111347911618951,0.0821604950200343,0.0821604950200343,4.077443921589792e-05,0.0106081213220231,2.828480710548229,2171.0,2015.0,156.0,12.916666666666666,0
2,1.6904960059204273,0.0127104962851159,1.6904960059204592,0.0127104962851162,1.6904960059204592,0.0127104962851162,0.0,0.0,1.6904960059204592,0.0127104962851162,0.1816714227727081,0.1816714227727081,4.708953415570453e-05,0.0113445457379527,2.748458418617004,3991.0,3858.0,133.0,29.00751879699248,0
3,1.236008838401231,0.0156456814987497,1.236008838401233,0.0156456814987497,1.236008838401233,0.0156456814987497,0.0,0.0,1.236008838401233,0.0156456814987497,0.1068837044303308,0.1068837044303308,4.260012133532515e-05,0.0142927232148215,2.8056011763226536,2588.0,2509.0,79.0,31.75949367088608,0
4,2.58756381394128,0.0136908138303771,2.5809318574254485,0.0136557241133621,2.5809318574254485,0.0136557241133621,0.0,0.0066319565157968,2.5809318574254485,0.0136557241133621,0.1801396436952771,0.1735076871794802,5.475155796133805e-05,0.0127376940224656,0.3291697527665693,3358.0,3169.0,189.0,16.767195767195766,0
5,0.7812893556768348,0.0181695198994612,0.7316638962350245,0.0170154394473261,0.7316638962350245,0.0170154394473261,0.0,0.0496254594417955,0.7316638962350245,0.0170154394473261,0.2370365044794073,0.1874110450376118,5.407127669867624e-05,0.0126570430511029,0.1016910584686794,3509.0,3466.0,43.0,80.6046511627907,0
6,2.950260975181637,0.0127716925332538,2.9467257122761694,0.0127563883648319,2.9467257122761694,0.0127563883648319,0.0,0.0035352629054745,2.9467257122761694,0.0127563883648319,0.1694184421369016,0.165883179231427,4.8947530018125415e-05,0.01203827936383,1.7090123714190018,3620.0,3389.0,231.0,14.670995670995673,0
7,1.8977213546166496,0.0125676910901764,1.8911944501862772,0.012524466557525,1.8911944501862772,0.012524466557525,0.0,0.0065269044303999,1.8911944501862772,0.012524466557525,0.1415187773012505,0.1349918728708505,5.084439656152564e-05,0.0116304806444728,1.658777287361847,2806.0,2655.0,151.0,17.582781456953644,0
8,2.3986153832934907,0.0141095022546675,2.39861538329337,0.0141095022546668,2.39861538329337,0.0141095022546668,0.0,0.0,2.39861538329337,0.0141095022546668,0.0989053428998705,0.0989053428998705,4.641264331293784e-05,0.0135277061199624,3.67564230182294,2301.0,2131.0,170.0,12.53529411764706,0
9,1.4976922226390317,0.0148286358677131,1.4920741705431673,0.0147730115895363,1.4920741705431673,0.0147730115895363,0.0,0.0056180520957411,1.4920741705431673,0.0147730115895363,0.1684625725813617,0.1628445204856206,4.72972757727623e-05,0.0131606896045313,0.0932872908041293,3544.0,3443.0,101.0,34.08910891089109,0
10,6.158267820418786,0.0142883244093243,6.148171107342239,0.0142648981608868,6.148171107342239,0.0142648981608868,0.0,0.0100967130764857,6.148171107342239,0.0142648981608868,0.1907303512319629,0.1806336381554771,5.691040899668468e-05,0.0138457945920807,1.2312480547566622,3605.0,3174.0,431.0,7.364269141531323,0
11,1.6352351193306198,0.0148657738120965,1.5571480477030162,0.0141558913427546,1.5571480477030162,0.0141558913427546,0.0,0.0780870716276211,1.5571480477030162,0.0141558913427546,0.2303142111945746,0.1522271395669534,5.409635379067286e-05,0.0127720082557822,0.0828662432915408,2924.0,2814.0,110.0,25.581818181818186,0
12,3.5628076296127063,0.0133438488000475,3.5515304506847007,0.013301612174849,3.5515304506847007,0.013301612174849,0.0,0.0112771789280223,3.5515304506847007,0.013301612174849,0.1014217177502843,0.0901445388222619,4.695028063659475e-05,0.01296399217926,1.2812042682634832,2187.0,1920.0,267.0,7.191011235955056,0
13,1.5259519203376364,0.0155709379626289,1.520303540959474,0.0155133014383619,1.520303540959474,0.0155133014383619,0.0,0.0056483793781083,1.520303540959474,0.0155133014383619,0.1448553881038528,0.1392070087257444,5.239255127050976e-05,0.0140928217574875,2.03685570927507,2755.0,2657.0,98.0,27.112244897959183,0
